Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Regular price,Sale price,Categories,Images,Weight (kg),Manage stock?,Stock status
simple,6009708880307,NPL – Organ Support,1,0,visible,"NPL Organ Bolster is developed using herbal extracts, antioxidants, vitamins, and minerals which may target region specific organ pathways in the body.

Available at Elvare Group with fast, reliable delivery across South Africa.","ALL-IN-ONE ORGAN Bolster AND DEFENCE

NPL Organ Support is developed using herbal extracts, antioxidants, vitamins, and minerals which may target region specific organ pathways in the body. This may lead to improved metabolic and detoxification pathways, improving homeostasis and overall health and recovery. Vital organs working at their optimal functional capacity will greatly increase one’s overall health and vitality. Features and benefits:

Liver Support

Heart Support

Prostate Support

Skin Support

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,315.00,,"NPL, Health & Recovery",https://www.psychoskull.co.za/wp-content/uploads/2021/02/Psycho-Skull-NPL-New-Organ-Support.png,,0,instock
simple,6009704815372,Nutritech – Creatine Mono 300g,1,0,visible,"Aids in INCREASE MUSCLE SIZE + STRENGTH

PURE MICRONISED CREATINE MONOHYDRATE

Available at Elvare Group with fast, reliable delivery across South Africa.","MUSCLE ENERGY
HELP INCREASE MUSCLE

NUTRITECH CREATINE MONO has been formulated using micronized pure creatine monohydrate, with 5000 mg per single serving. An exceptional choice for the athlete looking to increase strength, sporting performance, muscle mass and boost recovery. Micronized creatine monohydrate dissolves quicker in water and is able to be stored in ythis muscles in amounts appreciable enough to assist in building muscle and strength. NUTRITECH CREATINE MONO is the original and perfect companion an athlete’s pre and post-workout regime. THE LOWDOWN
CREATINE

NUTRITECH CREATINE MONO has been formulated to increase the production of energy that enables muscles to perform at a higher intensity. The more energy ythis muscles store, the better they can perform in events requiring intense immediate energy, such as; athletics, hockey, rugby, soccer, swimming and weightlifting. POST/INTRA WORKOUT
CREATINE

Through extensive research and testing it has been found that NUTRITECH CREATINE MONO, when combined with a professionally designed diet and workout program, increases muscle mass and muscle girth. Due to the muscle mass gains, it may also result in initial weight increases. Please consult ythis physician prior to the use of NUTRITECH CREATINE MONO.. DIRECTIONS
HOW TO TAKE

Mix 1 flat scoop with water or beverage of choice in a NUTRITECH shaker. Take 2 to 3 servings per day, evenly spaced, on an empty stomach. After 8 weeks of continued use take 1 week off and start cycle again.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,335.00,,"Creatine, Nutritech",https://www.psychoskull.co.za/wp-content/uploads/2020/12/Psycho-Skull-Nutritech-Creatine-Mono-300g.png,,0,instock
simple,,UPA – Epistane,1,0,visible,"- Methylepitiostanol

- 10mg / tab

- 50 tab","UPA EPISTANE(METHYLEPITIOSTANOL 10MG P/CPS=60TABS)

Epistane (Methylepitiostanol)

This is the perfect pro hormone to use as cutting agent for male and female athletes who wants to avoid the androgenic effects of stronger pro hormones. It’s a anti estrogen, high anabolic, low liver toxicity compound that’s extremely versatile in gaining muscle as well as dieting. To put it into perspective —

Anavar (Oxandrolone) has an anabolic rating of 322 – 630. Epistane (methylepitiostanol) has an anabolic rating of 1100

It’s between double and three times the anabolic rating of Anavar. Epistane is a DHT (dihydrotestosterone also known as androstanolone) derivative that is best known for the non-aromatizing and non-progestagenic characteristics. This means very little side effects can be expected from this anabolic agent. Epistane’s Anabolic/Androgenic rating is 1100:91. This rating makes it the highest anabolic rated compound ever formulated with not even conventional anabolic steroids like Primobolan or Anavar matching this rating. The added benefit of this compound is that it has a very potent anti-estrogen agent that eliminates any possibilities of estrogen induced fat gain or water retention. Epistane is almost identical to a Japanese breast cancer drug called epitiostanol that blocked estrogen. Epistane however is much more anabolic than epitiostanol. Ythis gains on Epistane will be solid, lean, hard and dry gains. It will give similar effects to Primobolan, Anavar and in some cases Turinibal but it has proven to lead to greater lean muscle gains than these mentioned anabolic steroids. Epistane is a great alternative to nolvadex, arimadex and femara when stacking with other compounds that is known for aromatizing. This means that you can stack ythis Epistane with your normal cycle to prevent gyno whilst still getting massive advantages from its anabolic muscle building effects. Epistane can also be taken on its own to keep the athlete anabolic while solving the gyno problem. Just when you think the advantages of this drug could not get any better. Epistane unlike other oral compounds Epistane (although methylated) has a very low liver toxicity and can be taken for longer periods of time and at higher doses than most orals. Epistane can easily run for 6 to 12 weeks at reasonable doses. It can be taken for longer than six weeks if it is the only oral being used at a dose of 30mg to 60mg daily split three times daily. Two doses daily is considered the minimum. Epistane is one of the most pleasant oral steroids an athlete could ever use in their cycle considering its very low side effects and high anabolic rating. Clean solid gains with no water retention, lethargy, appetite suppression or depression when you stop the cycle.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,370.00,,"U.P.A, Performance",https://www.psychoskull.co.za/wp-content/uploads/2021/06/Psycho-Skull-SARMS-UPA-Epistane.png,,0,instock
simple,,UPA – Stenabolic,1,0,visible,"Stenabolic by UPA. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","Stenabolic is a Reverb Agonist SARM, code name is SR9009

Stenabolic, in current research trials has shown to increases the metabolic activity in skeletal muscle. It has been shown to increases Basal Meabolic Rate (BMR). Stenabolic assists with reducing obesity, and increases muscle strength. Stenabolic has shown to increase endurance

Stenabolic SR9009 Discription
The half life of Stenabolic is +/- 2 to 4 hours so it is essential to take Stenabolic in 4 –  6 equal doses per day. This will require that you break the tablet in half. Please refer to the packaging on how to break the tablet in half and take as indicated below. Dose range is 20 – 40 mg per day for male athletes and half that for female athletes. Cycle is 8 – 12 weeks. Dosage :

- Female Athletes 1 – 2 Tablets per day

- Male Athletes 2 – 4 Tablets per day. Can be stacked with any other SARM

Stenabolic, or SR-9009, is not technically a SARM but it’s effects are similar so it’s sold on sites where peptides and SARMs are sold. It has the endurance-boosting effects of Cardarine, but also offers increased energy and enhanced metabolism to burn fat stores. It’s non-hormonal (does not target AR’s), so shut-down and PCT are not issues. The shorter half-life of a few hours means users will want to target a specific time of day, such as just before hitting the gym. - Typical dose: 20 mg/day

- Max: 40 mg/day (spaced out)

- Stacking dose: 10-20 mg/day (depending on stack)

- Half-life: 4-6 hours

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,515.00,,"U.P.A, Performance",https://www.psychoskull.co.za/wp-content/uploads/2021/06/Psycho-Skull-SARMS-UPA-Stenabolic.png,,0,instock
simple,,UPA – Andarine,1,0,visible,"Andarine by UPA. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","Andarine is widely considered to be the most potent of all SARMS that help build lean muscle mass. Andarine has been one of the most widely tested and studied of all the SARMS. Tests have proven that Andarine aids in retain lean muscle mass as well as enhancing it. However with Andarine this is not the only noted benefit. In addition to strength and lean muscle gains is its potent fat burning properties as well. Andarine : the all-round super potent SARM for lean hard muscles

What to Expect
When used for cutting, Andarine’s properties will deliver that you get similar results to what you would expect when using Anavar or Stanazol. Andarine can also minimise LPL (lipoprotein lipase) an enzyme that can cause the storing of adipose tissue or body fat. Andarine also improves vascularity, for that aesthetic chiselled look. Unlike with Stanazol, it does not affect ythis joints or negatively affect your cholesterol levels as with Anavar. Side Affects
Andarine is not the perfect anabolic compound and as with Anavar and Stanazol does follow the law of diminishing returns. What this means is higher dosages are required with extended use which comes with the main side effect. The most noted negative effect of Andarine are visual issues such as the yellow tint and difficulty adjusting to night vision. This side effect is unique to Andarine and will decrease and vanish once the product leaves ythis system. This side effect is often hyped or overblown and is noted at very high doses and cycles longer than 12 weeks. This side effect can however be managed with dosage reduction, and dosage cycling. The Benefits of S4 over Steroids

- very minimal growth on secondary sexual organs such as the prostate. - The LDL/ HDL ratio is not affected which makes it a low cardiovascular risk. - ZERO % chance of aromatization, male breast lactation, or rise in any other female characteristic during the post cycle recovery. - Testosterone is not diminished in any capacity during the post cycle recovery. - Very exclusive in tissue selection and growth which means it will not cause heart enlargement or damage to neighbouring organs. - Andarine does NOT require the utilization or devouring of liver enzymes to activate their anabolic effects. This eliminates any risk of hepatotoxicity or hepatitis. - Although Andarine is not as potent as comparable steroids such as Winstrol, they do not require the extensive post cycle therapy and can be cycled back to back throughout the year. With the possibility of obtaining the similar results. - Andarine has overall presented larger increases in muscle mass than DHT. Dosage
Elvare Group recommend milder dosages that err on the side of caution. Higher dosages have been reported but start here. If vision side effect is a problem cycle 5 days on and 2 days off to assist with vision side. - Male athletes 2 tablets daily or cycled. - Female athletes ½ -/ 1 tablet daily or cycled. - Cycle 6 weeks either 7 days on or 5 days on 2 days off depending on sensitivity. - 2 week off period between cycles. Whats in the box

- 56 Tablets per box

- 12.5mg Andarine  per tablet. Stack with

- Cardarine and/or Nutrabol

Originally developed to help osteoporosis and muscle-wasting diseases, S4, or Andarine, is a first-gen SARM that’s been highly-tested over the years. S4 preserves and improves lean body mass. That is, it decreases body fat while increasing muscle mass. Andarine is anabolically above-average, due to strong AR (androgen receptor) affinity, with superior muscle-building and fat-reducing effects. It is also known to boost sex drive (but also reduces sperm development). Concern over vision-related side effects in one study have reportedly caused some S4 users to switch to Ostarine, which is chemically very similar. - Typical dose: 25-50 mg/day

- Max: 100 mg/day

- Stacking dose: 15-25 mg/day (depending on stack)

- Half-life: 4-6 hours

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,445.00,,"U.P.A, Performance",https://www.psychoskull.co.za/wp-content/uploads/2021/06/Psycho-Skull-SARMS-UPA-Andarine.png,,0,instock
simple,,TNT – Prime Collagen 360g – Unflavored,1,0,visible,"PRIME COLLAGEN acts to bolster and enhance soft tissue recovery and organ health while combatting the effects of ageing.

Available at Elvare Group with fast, reliable delivery across South Africa.","TNT PRIME COLLAGEN is made up of Type-1 Hydrolyzed Collagen, a highly bio-available hydrolyzed peptide-rich collagen source, which has been shown to not only exert positive recovery effects on soft tissue structures such muscle tissue after injury but also on critical full joint components, including cartilage, ligaments, tendons and skin for enhanced recovery and repair. Elvare Group have included DERMAVAL™, a superfood complex that serves as a free-radical scavenger nutrient boost to protect complex collagen structures and support a heightened natural synthesis of collagen and elastin. The daily supplementation of TNT PRIME COLLAGEN acts to bolster and enhance soft tissue recovery and organ health while combatting the effects of ageing. TYPICAL NUTRITIONAL INFORMATION
PRIME COLLAGEN

BIO-INFUSED WITH 9 PLANT-BASED SUPERFOODS

TYPICAL NUTRITIONAL INFORMATION

Serving Size: 12 g

Servings Per Container: 30

Per 100 g
Per 12 g
%NRV*

Energy
1 307 kJ
157 kJ
†

Protein
76,7 g
9,2  g
16%

Total Carbohydrates
2,6 g
0,3 g
†

   of which Sugars
2,5 g
0,3 g
†

Total Fats
0,0 g
0,0 g
†

Dietary Fibre#
2,3 g
0,3 g
†

Total Sodium
568 mg
68 mg
†

Hydrolyzed Collagen Peptides (Bovine)
10 g

DERMAVAL™

50 mgVitaGranate® Bioactive Pomegranate Extract (Punica Granatum) (whole fruit), Asparagus (Asparagus Officinalis) (shoot), Okra (Abelmoschus Esculentus) (pod), VitaBerry® Tropical [Coffee Berry (Coffea Arabica) (whole fruit), Brazilian Acerola Cherry (Malpighia Glabra) (fruit juice), Amazon Camu Camu (Myrciaria Dubia) (fruit juice), Quercetin (from Saphora Japonica) (flower), Brazilian Açaí Palm Berry (Euterpe Oleracea) (whole fruit), Thai Mangosteen (Garcinia Mangostana) (whole fruit), Maltodextrin]. INGREDIENTS:
Fruitaric Acid, Inulin, Pink Himalayan Crystal Salt, Anti-Caking Agent, Non-Nutritive Sweetener (Sucralose), Colourant. ALLERGENS:
No common allergens included. Made in a factory that processes cow’s milk, egg, soy, gluten (wheat, barley and oats), fish, tree nuts and peanuts. DIRECTION FOR USE:
As a nutritional supplement, take 1 scoop (12 g) and mix with 200 ml – 250 ml room temperature water. Shake, or stir well and consume immediately.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,420.00,,"Health & Recovery, TNT Mercury",https://www.psychoskull.co.za/wp-content/uploads/2020/11/Psycho-Skull-TNT-Prime-Collagen-360g-Berry-Medley.png,,0,instock
simple,6009679916210,Barbarian Nutrition – Thermo Axe,1,0,visible,"Thermo Axe by Barbarian Nutrition. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","Barbarian Nutrition’s THERMO-AXE has been forged by Viking Warriors who have the desire to destroy unwanted fat and hack away at unwanted pounds. THERMO-AXE will dramatically CRUSH APPETITE & CRAVINGS, leaving only ythis hunger to SHRED FAT and boost energy with the new improved THERMO-AXE! DIRECTIONS

- Suggested Use – 2 Capsules Twice Daily

- Take ythis first serving (2 capsules) first thing in the morning 30 minutes before breakfast and take your second serving (2 capsules) mid-afternoon. - On workout days, take 2 capsules 30-60 minutes before ythis workout. Drink at least ten 250ml glasses of water daily. Combine with a diet and training program for best results. - Do not exceed 4 capsules per day. - Cycle: Use continuously for 4 weeks, followed by 2 weeks break.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,475.00,,"Fat Burners, Barbarian","https://www.psychoskull.co.za/wp-content/uploads/2020/10/Psycho-Skull-Barbarian-Thermo-Axe.png, https://www.psychoskull.co.za/wp-content/uploads/2020/10/Thermo-Axe-NI-Panel.jpg",,0,instock
simple,6009679916203,Barbarian Nutrition – Hammer Test,1,0,visible,"Hammer Test by Barbarian Nutrition. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","Barbarian Nutrition Hammer Test 2.0 has been reborn! Forged from the most hardcore ingredients to amplify strength and power, Hammer Test 2.0 will unleash the true warrior within. Break down genetic boundaries and amplify natural testosterone like never before! DIRECTIONS

- Take 6 capsules every day before bed with 300ml of water. - Take on an empty stomach at least 60 minutes after ythis last meal. - Alternatively, take 3 capsules twice daily. - Combine with a diet and training program for the best results. Do not exceed 6 capsules per day.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,475.00,,"Barbarian, Performance","https://www.psychoskull.co.za/wp-content/uploads/2020/10/Psycho-Skull-Barbarian-Hammer-Test.png, https://www.psychoskull.co.za/wp-content/uploads/2020/10/Hammer-Test-NI-Panel.jpg",,0,instock
simple,,Barbarian Nutrition – Beserk NOX,1,0,visible,"Beserk NOX by Barbarian Nutrition. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","Barbarian Nutrition Beserk Nox is the ULTIMATE in Nootropic Technology and PUMP enhancements. With mental focus like never before, Skin Tearing Pumps and Insane Strength! DIRECTIONS

- 1 Heaped Scoop (1 Serving 17g) with 300ml water consume 30-45 minutes before you unleash havoc. A tingling sensation over ythis skin and a mind altering sense of focus will trigger the sign that you are ready for battle. Combine with a diet and training program for best results. NOTE: This supplement contains GlycoPUMP TM – Due to the hydroscopic nature of this ingredient, the product may clump together. This is normal and can be broken down and is safe to use. It is important to keep in a cool dry area to control this process.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,515.00,,"Pre Workout, Barbarian","https://www.psychoskull.co.za/wp-content/uploads/2020/10/Psycho-Skull-Barbarian-Beserk-Nox-1.png, https://www.psychoskull.co.za/wp-content/uploads/2021/06/Berserker-NOX-NI-Panel.jpg",,0,outofstock
simple,,Barbarian Nutrition – Untamed,1,0,visible,"Untamed by Barbarian Nutrition. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","Barbarian Nutrition’s UNTAMED will allow you to wage WAR on the IRON leaving nothing but devastation in ythis wake. Be prepared for skin-ripping pumps and insane energy like you’ve never experienced before! DIRECTIONS

- Shake container vigorously before use. - Mix 1 scoop with 150 ml – 250 ml of water and consume 15 minutes before battle. - Prickly skin signals TIME FOR WAR! DISCLAIMER
If you are taking any medications, consult ythis doctor before use. Seek advice from a health care professional before use if you have any pre-existing medical condition. Not to be taken by pregnant or lactating women. Discontinue use and consult ythis doctor if any adverse reactions occur. Note – It is important to check with ythis health care practitioner before beginning any diet and exercise program and to discuss the supplements and medications you take with your health care provider. Use This supplement as a food supplement only and consume in conjunction with a nutritious diet and appropriate physical training program. Do not use as a sole source of nutrition. This supplement has not been evaluated as a medicine by the Medicines Control Council of South Africa and is not intended to diagnose, treat, cure or prevent any disease.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,370.00,,"Pre Workout, Barbarian","https://www.psychoskull.co.za/wp-content/uploads/2020/10/4Psycho-Skull-Barbarian-Untamed.png, https://www.psychoskull.co.za/wp-content/uploads/2020/10/Untamed-NI-Panel.jpg",,0,instock
