Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Regular price,Sale price,Categories,Images,Weight (kg),Manage stock?,Stock status
simple,,Healthy U – Testo Boost,1,0,visible,"Increased Testosterone

Increased Blood Flow

Enhanced Stamina

Muscle Gain

Available at Elvare Group with fast, reliable delivery across South Africa.","Testo Boost Encourages improved libido, increased sexual capacity, and maximize testosterone levels. Formulated to encourage male sexual health and hormonal balance.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,385.00,,"Healthy U Nutrition, Performance, Health & Recovery","https://www.psychoskull.co.za/wp-content/uploads/2023/12/Testo-Boost-Front.png, https://www.psychoskull.co.za/wp-content/uploads/2023/12/Testo-Boost-Left.png, https://www.psychoskull.co.za/wp-content/uploads/2023/12/Testo-Boost-Right.png",,0,instock
simple,,Healthy U – Collagen 10 000,1,0,visible,"Anti-Aging

Improve Skin Health

Relieve Joint Pain

Encourages Heart Health

Boost Muscle Mass

Available at Elvare Group with fast, reliable delivery across South Africa.","Collagen is a dietary supplement in capsules containing the highest quality hydrolyzed collagen. It is an appropriate product for people practicing sports, after sports injuries or intense physical

exercise, during convalescence after fractures and to regenerate damaged joints. Collagen 10 000 is an anti aging aid that aids in your body rejuvenate youthful skin, promote

healthy hair and stronger nails.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,490.00,,"Healthy U Nutrition, Health & Recovery","https://www.psychoskull.co.za/wp-content/uploads/2022/09/Collagen-1000-Front.png, https://www.psychoskull.co.za/wp-content/uploads/2023/12/Collagen-1000-Left.png, https://www.psychoskull.co.za/wp-content/uploads/2023/12/Collagen-1000-Right.png",,0,instock
simple,,Limitless – BPC 157 Tabs,1,0,visible,"Encourages Accelerated Healing

Tissue Regeneration

Improved Gut Health

Available at Elvare Group with fast, reliable delivery across South Africa.","Limitless Performance BPC 157 Capsules: contain the synthetic peptide BPC-157 as the active ingredient. BPC-157 is believed to encourage healing and repair in various tissues, including muscles, tendons, ligaments, and the gastrointestinal tract. It may have anti-inflammatory properties and could bolster the body’s natural healing processes. Dosage is 1 capsule in the morning and 1 at night. Limitless Performance BPC 157 Capsules: contain the synthetic peptide BPC-157 as the active ingredient. BPC-157 is believed to encourage healing and repair in various tissues, including muscles, tendons, ligaments, and the gastrointestinal tract. It may have anti-inflammatory properties and could bolster the body’s natural healing processes. Please note that the specific formulation, dosage, and other ingredients in Limitless Performance BPC 157 capsules is of the highest quality, and it’s crucial to follow the recommended dosage instructions provided by the manufacturer. As with any supplement or peptide, it’s advisable to consult with a healthcare professional before use, especially if you have pre-existing health conditions or are taking other medications. Dosage is 1 capsule in the morning and 1 at night.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,370.00,,"Health & Recovery, Peptides, Limitless Performance",https://www.psychoskull.co.za/wp-content/uploads/2023/12/Psycho-Skull-Limitless-BPC-157-New.png,,0,instock
simple,,Evolve – CHEMICAL X FRENZY,1,0,visible,"CHEMICAL X FRENZY by Evolve. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","CHEMICAL-X is a long standing EVOLVE NUTRITION pre-workout supplement, developed for the most hardcore trainer. This high-strength pre-workout has developed to ignite focus and energy levels, accelerate muscle fiber activation and prevent fatigue during the most strenuous workouts. Enhance ythis workout potential, enable laser like focus, elevate your strength and power levels and ensure that optimate muscle performance levels occur for the most intense workout you’ll ever have.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,245.00,,"Evolve, Pre Workout",https://www.psychoskull.co.za/wp-content/uploads/2023/11/Psycho-Skull-Evolve-Chemical-X-Frenzy-1.png,,0,outofstock
simple,,NPL – Daily Greens,1,0,visible,"NPL’s Daily Greens features antioxidant rich ingredients, each providing unique health attributes that may strengthen and assist the immune system.

Available at Elvare Group with fast, reliable delivery across South Africa.","ALL-IN-ONE DAILY GREEN SUPPLEMENT

NPL’s daily greens features a blend of ingredients from real food sources including wheat grass, celery, spinach, barley, kale, and baobab. NPL’s Daily Greens features antioxidant rich ingredients, each providing unique health attributes that may strengthen and assist the immune system. Features and benefits:

Natural source of antioxidants

Amplify gut health

Suitable for vegans and vegetarians

Immune support

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,315.00,,"NPL, Health & Recovery",https://www.psychoskull.co.za/wp-content/uploads/2023/11/Psycho-Skull-NPL-Daily-Greens.png,,0,instock
simple,,Evolve – CREATINE MONO 300G,1,0,visible,"CREATINE MONO 300G by Evolve. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","Creatine monohydrate is the original lean muscle builder, becoming popular during the 90’s and having been well researched ever since. Plays a role in the body’s energy cycle therefore improving endurance during ythis training and increasing strength for greater lifts. Creatine Mono is an addition to more strength during ythis gym sessions you may also feel an improvement in your recovery time while using this product. Creatine is responsible for ythis body’s energy production and ‘recycles’ molecules faster to produce more energy. This means energy is produced quicker keep the rest between training sets short. Adding it to a sweet fruit juice like Grape improves the effectiveness by increasing the uptake of creatine into ythis muscle cells. Directions

Add 1 rounded teaspoon with a glass filled with 200-400 ml of cold water or fruit juice. The mix it up with a spoon. Loading Phase Days (1-5)

Take 1 rounded teaspoon with morning, afternoon and evening meals and 1 additional serving before going to bed for 4-5 days to help saturate ythis muscles with Creatine. Maintenance Phase Days (after loading)

Take 1 rounded teaspoon with a meal or immediately after training with ythis post workout protein shake. Drink at least eight glasses of water daily when supplementing with Creatine.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,210.00,,"Evolve, Creatine, Health & Recovery",https://www.psychoskull.co.za/wp-content/uploads/2023/11/Psycho-Skull-Evolve-Creatine-Mono-300g.png,,0,outofstock
simple,,Fat Burning Gel (Sculpt) 120g,1,0,visible,"Ultimate Fat Burn

Reduces Site Fat

Thermogenic","Sculpt is a topical fat burning gel that specifically targets stubborn fatty deposits. It has a potent synergistic combination of the following compounds making it one of the most effective products available today! Dosage: 4-8 squirts rubbed onto problem area 2 x daily

Chemical Name: Yohimbine hcl, Octopamine hcl, N- Acetyl- L- Carnitine hcl, Caffeine hcl

Quantity: 1 x 120g ( 30 applications)

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,445.00,,Fat Burners,https://www.psychoskull.co.za/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-04-at-12.32.54_clipdrop-background-removal.png,,0,outofstock
simple,,Micro Mind – PSI Micro-dosing,1,0,visible,MICRODOSING FOR HIGH PERFORMERS,"Fungi Blend
Supports & Improves:

Daily focus

General mood

Controlled energy

Creativity

Social interaction

Aids in Reduce:

Anxiety

Stress

Depression

Recommended Dose:

Take 1 capsule with water once a day for 3 days on and then 2 days off over a 6 week period. Storing Conditions:

KEEP IN A COOL DRY PLACE.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,350.00,,Health & Recovery,https://www.psychoskull.co.za/wp-content/uploads/2023/10/Psycho-Skull-Micro-Mind-600x600-1.png,,0,outofstock
simple,,SSA – Sleep & Recover 60 caps,1,0,visible,"Improves Sleep

Therefore, improving recovery

Overall well-being

Available at Elvare Group with fast, reliable delivery across South Africa.","SSA Supplements Sleep & Recover contains a combination of ingredients that work together to support a restful night’s sleep and help the body recover from daily stress and fatigue.Gamma Amino Butyric Acid (GABA) is a neurotransmitter that aids in regulate brain activity and promote relaxation. It can help calm the mind and reduce anxiety, making it easier to fall asleep and stay asleep throughout the night. Valerian Root (Valeriana officinalis) is a herb that has been used for centuries as a natural sleep aid. It has sedative properties and can help improve sleep quality by reducing the time it takes to fall asleep and increasing overall sleep duration. L-Tryptophan is an essential amino acid that is converted into serotonin and melatonin in the body. Serotonin is a neurotransmitter that aids in regulate mood and melatonin is a hormone that controls the sleep-wake cycle. By increasing the levels of these neurotransmitters and hormones, L-Tryptophan can help encourage relaxation and improve sleep quality. Magnesium Glycinate is a form of magnesium that is highly bioavailable and easily absorbed by the body. Magnesium is an essential mineral that plays a key role in regulating sleep and relaxation. It can help calm the nervous system, relax muscles, and encourage a sense of calmness, making it easier to fall asleep and stay asleep. Overall, Sleep & Recover is a comprehensive sleep support formula that combines these key ingredients to encourage better sleep, aid in recovery, and support overall well-being.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,265.00,,"SSA, Health & Recovery",https://www.psychoskull.co.za/wp-content/uploads/2023/09/Psycho-Skull-SSA-Sleep-Recover.png,,0,instock
simple,6009679915220-1-1,SSA – Crea Size +,1,0,visible,"Increases muscle size & strength. Increases muscle recovery. Replenishes glycogen & electrolytes after exercise.

Available at Elvare Group with fast, reliable delivery across South Africa.","DESCRIPTION:

SSA Supplements has developed the ultimate creatine performance-enhancing supplement, packed with ingredients formulated to enhance the effects of creatine and help you break through your physical plateaus. Creatine is the most studied sports supplement in the world and improves physical performance in high-intensity exercises. SSA’s Crea Size + offers you with a true 5g Creatine in each dose from two of the most researched forms – creatine monohydrate and creatine hydrochloride. Included in this stack is 4g D-Ribose and like Creatine, it has a positive effect on ATP (energy) production. Combining both Creatine and D-Ribose, ensures ATP stores are always primed, resulting in faster recovery between sets and stronger muscular contractions! It doesn’t end there, SSA’s Crea Size + also provides 1g Betaine Anhydrous and 1g Taurine per serving, as well as hydrating electrolytes and 40g of glycogen replenishing carbohydrates – all formulated to give you the edge on size and strength. WHEN DO I TAKE IT? Take 1x serving after workouts or as an intra-workout drink. On non-training days drink 1 serving first thing in the morning. Use for 8-week cycles followed by a 2-week break. HOW DO I TAKE IT? Mix ±2 level scoops (55 g) in 300 ml of cold water and consume after

workouts or as an intra-workout drink. On non-training days drink 1 serving first thing in the morning.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,210.00,,"SSA, Creatine","https://www.psychoskull.co.za/wp-content/uploads/2023/09/Psycho-Skull-SSA-Crea-Size.png, https://www.psychoskull.co.za/wp-content/uploads/2020/02/Creatine_Transport_600g_nutrifacts.png",,0,instock
simple,,Vitatech – Omega 3,1,0,visible,"Daily wellness supplement to compliment ythis lifestyle.

Available at Elvare Group with fast, reliable delivery across South Africa.","Can fight depression and anxiety, improve eye health, encourage brain health during pregnancy and early life, improve risk factors for heart disease, reduce symptoms of metabolic syndrome, fight inflammation, fight autoimmune diseases, improve mental disorders, reduce asthma in children, reduce fat in the liver, alleviate menstrual pain. May improve bone, joint health and improve sleep.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,55.00,,"Health & Recovery, Vitatech",https://www.psychoskull.co.za/wp-content/uploads/2023/09/Psycho-Skull-Nutritech-Vitatech-New-Omega-3.png,,0,instock
simple,,NPL – Diet Pro Bars,1,0,visible,"NPL’s Diet Pro Bars fit seamlessly into ythis lifestyle as a guilt-free treat or snack on the go, with only 163 calories per bar!

Available at Elvare Group with fast, reliable delivery across South Africa.","LOW CALORIE PROTEIN SNACK

NPL’s Diet Pro Bars fit seamlessly into ythis lifestyle as a guilt-free treat or snack on the go. It is packed with protein and fibre to keep you full for longer with only 163 calories per bar, keeping you on track with ythis health and fitness goals. Features and benefits:

• 16.5g protein per serving

• High protein, gluten free

• Added collagen

• Prebiotic fibre for gut health

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,35.00,,"NPL, Protein",https://www.psychoskull.co.za/wp-content/uploads/2023/09/NPL-Diet-Pro-Bar.png,,0,instock
simple,,NPL – #21 PROTEIN BARS,1,0,visible,"NPL’s #21 Protein Bars are the perfect on-the-go, high protein, nutritional snack containing 21 grams of quality protein covered with a milk chocolate coating

Available at Elvare Group with fast, reliable delivery across South Africa.","HEALTHY ON-THE-GO SNACK

NPL’s #21 Protein Bars are the perfect on-the-go, high protein, nutritional snack containing 21 grams of quality protein covered with a milk chocolate coating. Whether you’re a seasoned gym-goer, cyclist, long-distance runner or anyone in between, reward yourself with a tasty treat that also supports ythis health and fitness goals. Features and benefits:

• 21g protein per bar

• Promotes growth and maintenance of lean muscle

• Incorporates prebiotic fibre

• Healthy ‘On-The-Go’ Protein Snack

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,40.00,,"NPL, Protein",https://www.psychoskull.co.za/wp-content/uploads/2023/09/21-NPL-Protein-Bar.png,,0,instock
simple,,NPL – Thermo Cuts Advanced,1,0,visible,"NPL Thermo Cuts is an advanced thermogenic fat burner, formulated with several key ingredients that work to boost energy levels, encourage metabolism, and ultimately accelerate fat loss.

Available at Elvare Group with fast, reliable delivery across South Africa.","MOOD ENHANCING WEIGHT MANAGEMENT SYSTEM

NPL Thermo Cuts is an advanced thermogenic fat burner, formulated with several key ingredients that work synergistically to boost energy levels, encourage metabolism, and ultimately accelerate fat loss. In addition, Thermo Cuts may help regulate blood sugar levels, reduce appetite, and prevent cravings. For best results, combine Thermo Cuts with a calorie-controlled diet. Features and benefits:

Sinetrol® XPUR: which may enhance the breakdown of fat stores

Suppress Appetite with added Caralluma fimbriata

Bolsters stable blood sugar to reduce cravings. Thermogenic and lipotropic fat metabolising effect. Natural diuretic.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,400.00,,"Fat Burners, NPL",https://www.psychoskull.co.za/wp-content/uploads/2023/08/Psycho-Skull-NPL-Thermo-Cuts-Advanced.png,,0,instock
simple,,Burn Xtreme Gel – 120g,1,0,visible,"Ultimate Fat Burn

Reduces Site Fat

Thermogenic","120g by Burn Xtreme Gel. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,410.00,,Fat Burners,https://www.psychoskull.co.za/wp-content/uploads/2023/08/Psycho-Skull-Burn-Xtreme-Gel.png,,0,outofstock
simple,,NPL – BCAA EAA 12:1:1 600g,1,0,visible,"NPL’s BCAA EAA 12:1:1 gives you more amino acids then

any other product on the market, promoting recovery

after strenuous exercise

Available at Elvare Group with fast, reliable delivery across South Africa.","PERFECT RATIO OF BCAA’s AND EAA’s

Amino Acids are the building blocks of protein and are important for muscle recovery and growth, particularly during and after strenuous exercise. Essential amino acids cannot be produced in the body and may need to be consumed through diet or supplementation. The branched-chain amino acids, leucine, isoleucine, and valine may support muscle growth by stimulating muscle protein synthesis – and this may be more efficient in the presence of the other essential amino acids. Ultimately, NPL’s BCAA & EAA 12:1:1 may aid physical performance, encourage recovery, and reduce muscle breakdown. Feature and benefits:

Perfect ratio of EAAs. Improve muscle recovery and bolster protein synthesis. Bolsters energy metabolism – supports endurance. Reduce muscle fatigue. Zero carbs. Stimulant free.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,525.00,,"NPL, Aminos",https://www.psychoskull.co.za/wp-content/uploads/2023/07/NPL-BCAA-EAA-600g-Psycho-Skull.png,,0,instock
simple,6009708883452,NPL – Zero Bloat – 60 Caps,1,0,visible,"NPL Zero Bloat is an all-in-one formulation of digestive

enzymes and herbal extracts to provide rapid relief from

bloating, digestive issues and cramps.

Available at Elvare Group with fast, reliable delivery across South Africa.","NPL Zero Bloat is an all-in-one formulation of digestive enzymes and herbal extracts to provide rapid relief from bloating, digestive issues and cramps. Digestive enzymes have been included to assist with the breakdown of carbohydrates, fats, protein, and fibre and amplify nutrient absorption. Zinc-L-Carnosine has been found to assist with restoring the gut lining and reducing the symptoms of IBS. Zero Bloat features Peppermint, Ginger and Liquorice, to assist with symptoms of gastric discomfort and reflux. Zero Bloat has been developed to provide relief and reduce belly bloating from foods that might regularly cause discomfort. Features and benefits:

Rapid relief from bloating / symptoms of IBS. Aid digestion and absorption of nutrients.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,295.00,,"NPL, Health & Recovery",https://www.psychoskull.co.za/wp-content/uploads/2023/07/NPL-Zero-Bloat-Psycho-Skull.png,,0,instock
simple,,PNS – Pre-Dator Hybrid Pre Workout,1,0,visible,"Thermal Nitro-Anabolic

& Neural Activator","PNS Pre-Dator Hybrid Pre-Workout has been scientifically formulated to give you the user a product light years ahead of its time, it delivers key ingredient compounds in there most effective forms and mg doses so you can literally ‘eat the competetion’ and ‘kill’ ythis workout. Not only will predator deliver insane strength, vascularity, skin spilitting pumps, energy and focus but will simultaneously in true hybrid fashion sculpt ythis physique into a lean mean fat burning machine and all this from one true single scoop!

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,605.00,565.00,"Pre Workout, PNS",https://www.psychoskull.co.za/wp-content/uploads/2023/07/Psycho-Skull-PNS-Pre-Dator-Hybrid.png,,0,outofstock
simple,,Evolve – AAKG 200g,1,0,visible,"AAKG 200g by Evolve. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","EVOLVE BASIX AAKG is a premium Arginine Alpha-Ketogluterate, a modified version of the amino acid Arginine where the salt of Arginine and Alpha-Ketogluterate are bonded together. This behaves as an intermediate compound in the series of reactions that produces energy for the human body, with rudimentary research on the possible effects of enhancing nitric oxide production. As the preliminary benefit of being a nitric oxide amplifier is noted, the addition of AAKG can enhance longer lasting muscle pumps and increase the workload and fatigue resistance in ythis pre-workout formulation.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,210.00,,"Evolve, Aminos, Health & Recovery",https://www.psychoskull.co.za/wp-content/uploads/2023/06/Psycho-Skull-Evolve-AAKG-200g.png,,0,instock
simple,,Evolve – Prolong BCAA 336g,1,0,visible,"BUILD BACK BETTER

• Increase muscle recovery

• Decrease muscle soreness

• Increase fat-burning efforts

Available at Elvare Group with fast, reliable delivery across South Africa.","EVOLVE PROLONG BCAA is a category leading intra-workout performance supplement, formulated to enhance recovery, and improve performance levels. Although amino acids are the building blocks of protein, the absolute importance of Branched Chain Amino Acids (BCAAs) cannot be ignored. Leucine, Isoleucine and Valine are the primary amino acids that have been shown to elevate the rate of muscle recovery and growth. Elvare Group have included the research approved 2:1:1 dosage of BCAAs, providing 5g, along with muscle-pump enhancing Citrulline Malate and L-Glutamine. Enhance ythis recovery from even the toughest training sessions, prolong the duration of your workouts and support the muscle-full effect for even greater gains. Available in Fusion, Summer-Pine, Mediterranean Fruit, Red Energy, Green Apple, Wild Grape, Strawberry-Pine and Blue Raspberry.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,315.00,,"Evolve, Aminos, Health & Recovery",https://www.psychoskull.co.za/wp-content/uploads/2023/06/Psycho-Skull-Evolve-Prolong.png,,0,instock
simple,,Evolve – Tri Whey 909g,1,0,visible,"Whey Protein Concentrate, Hydrolysate & Isolate Blend

Available at Elvare Group with fast, reliable delivery across South Africa.","EVOLVE TRI-WHEY represents this premium, multi-source whey protein supplement, ideal for a broad range of consumers who are looking for a best in class, fast digesting protein source as an addition to their daily nutritional requirements. Developed using the industries leading whey protein suppliers from the USA, along with this rigorous in-house and third-party/consumer flavor analysis to ensure that we achieve the market leading mouthfeel and taste, along with maximum digestion, absorption and zero digestive distress. Each serving provides 23g of this meticulously developed whey protein concentrate, hydrolysate and isolate ratio blend, developed to maximise protein levels, along with a reduced carbohydrate and fat content. This precise formulation ensures an optimal muscle development, lean mass support and recovery, to get ythis post-workout recovery on track, to fuel your lean mass retention at breakfast or snack times and to act as the ultimate low calorie, muscle protective snack. Available in a full range of exciting flavors developed with leading global flavor houses.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,580.00,,"Evolve, Protein",https://www.psychoskull.co.za/wp-content/uploads/2025/01/WhatsApp-Image-2025-12-03-at-15.39.27.jpeg,,0,outofstock
simple,,PNS – L-Glutamine 200g,1,0,visible,"L-Glutamine 200g by PNS. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.","L-Glutamine 200g by PNS. A premium supplement formulated for optimal results. Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,210.00,,"Aminos, Health & Recovery, PNS",https://www.psychoskull.co.za/wp-content/uploads/2023/06/Psycho-Skull-PNS-Glutamine.png,,0,outofstock
simple,,PNS – Pre-Dator Xtreme,1,0,visible,"Super Concentrated

Highest Potency

Thermo-Nitric","PNS PRE-DATOR XTREME follows on from the highly successful and legendary Big Daddy PRE-DATOR HYBRID which was formulated and created in 2013. PRE-DATOR XTREME truly defines what it is a Hardcore Super Concentrate Pre-Workout Should Be. Not only will predator deliver insane strength, vascularity, skin spilitting pumps, energy and focus but will simultaneously in true hybrid fashion sculpt ythis physique into a lean mean fat burning machine and all this from one true single scoop!

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,0,,0,0,420.00,,"Pre Workout, PNS",https://www.psychoskull.co.za/wp-content/uploads/2023/06/Psycho-Skull-PNS-Pre-Dator-Extreme.png,,0,outofstock
simple,,TNT – Black Mass 2.4kg,1,0,visible,"High grade Protein Blend (Whey, Micellar Casein and Beef Protein). High and medium G.I. carbohydrate blend. Soy Free, Macro Specific ratio.

Available at Elvare Group with fast, reliable delivery across South Africa.","Black Mass satisfies every competitive strength and physique athlete’s reliance on a muscle-building, anabolic diet regimen. The steady supply of carbohydrates and muscle-building proteins creates a physiological environment conducive to muscle growth and output. Professional athletes are required to consistently replenish lost reserves every 3-4 hours with solid food, this isn’t always attainable. Black Mass has a premium blend of Whey Protein, Micellar Casein, and Beef Proteins. These proteins feed the muscle with crucial amino acid building blocks, ensuring an anabolic environment is maintained throughout the day. Along with these precious proteins Black Mass has a blend of fast, medium, and slow-release carbohydrates, formulated to effectively restore depleting muscle glycogen reserves and sustain steady blood sugar levels without an excessive surge of sugars which would result in a sugar spike. Along with these crucial macro nutrients Black Mass is also fortified with a specific blend of amino acids and creatines to further complement muscle recovery and strength. This amino matrix assists in boosting muscle output and recovery. This stack will aid in amplifying strength and repetition range for strength and physique athletes who pursue gains in lean muscle mass and poundage lifted. Black Mass serves as a complete meal replacement solution for individuals seeking to assist their lean muscle gain objectives. It can be used as a tasty milkshake treat fortified with extra vitamins and minerals along with the perfect macro nutrient blend. This assists individuals gain lean muscle mass and offer an easily digestible treat to break a Spartan-like dietary regimen, but with no guilt normally associated with dessert flavoured shakes. Black Mass is the perfect solution to lean muscle gain for serious athletes. The Macro nutrient blend of sustained release carbohydrates, premium proteins, added muscle-building amino acids and creatines ensures competitive athletes get the perfect premium blend of meal replacement nutrients. TYPICAL NUTRITIONAL INFORMATION

BLACK MASS

MUSCLE UP PERFORMANCE STACK  ADDED HYDROLYZED BEEF PROTEIN. SUSTAINED RELEASE CARB MIX

TYPICAL NUTRITIONAL INFORMATION

Servings Per Container: 33-66
Per Serving

Per 100g
120g
% NRV*

Energy
1526 kJ
1832 kJ

Protein
33.6 g
40.3 g
72%

Total Carbohydrates
56.3 g
67.6 g

Of Which Sugars
14.1 g
17.0 g

Total Fats
1.5 g
1.9 g

Of Which Saturated
1.0 g
1.2 g

Total Fibre
1.2 g
1.4 g

Sodium
244 mg
292 mg

Potassium
300 mg
361 mg

Calcium
208 mg
249 mg
19%

Magnesium
31 mg
38 mg
9%

Phosphorous
157 mg
188 mg
15%

Vitamin C
25 mg
30.0 mg
30%

Nicotinic Acid/-amide/niacin
4 mg
4.8 mg
30%

Vitamin E
3.8 mg TE
4.5 mg TE
30%

Pantothenic Acid
4.5 mg
1.5 mg
30%

Vitamin B6 (Pyridoxine)
0.4 mg
0.5 mg
30%

Vitamin B2 (Riboflavin)
0.3 mg
0.4 mg
30%

Vitamin B1 (Thiamine)
0.3 mg
0.4 mg
30%

Vitamin A
225 mcg
270 mcg
30%

Folic Acid
100 mcg
120 mcg
30%

Biotin
9 mcg
9.0 mcg
30%

Vitamin D
3.8 mcg
4.5 mcg
30%

Vitamin B12
0.6 mcg
0.7 mcg
30%

Muscle Up Performance Stack

17150 mg

L-Glutamine, Taurine , L- Glycine, L-Lysine, Added BCAA 2:1:1, Tribulus Terrestris,MA (Zinc Monothionine Aspartate, Magnesium Aspartate and Vitamin B6),

HMB ( beta-Hydroxy beta-methylbutyric acid) . Creatine Matrix
5060 mg

Creatine Monohydrate; Creatine HCL; Creatine Gluconate; Creatine EthylEster. Protein Matrix
Microfiltered Whey Protein, Micellar Casein,

Hydrolyzed Beef Protein

Sustained Release Carb Blend
High and medium G.I Maltodextrin

Polysaccharides , Palatinose,

Waxy Maize (highly branched dextrin)

*Nutrient Reference Values (NRVs) for individuals 4 years and older. Na – No set NRV. Information as per Supplier/Manufacturer Ingredient Information Files. INGREDIENTS:
Skim Milk Powder; Cocoa Powder (Only In Chocolate Flavoured Variants); Flavouring; Stabilizers; Salt; Soy Lecithin; Sucralose Acesulphame K-Blend; Vitamin Premix; Tolerase. DIRECTION FOR USE:
(Meal replacement): Mix 2 heaped scoops into 300-400ml water. First blend vigorously and then shake. Mix with milk for added calories. ALTERNATE USE:
(Between meals): Mix 1 heaped scoop (half serving) into 150-200ml water. Mix with milk for added calories.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,650.00,,"TNT Mercury, Protein",https://www.psychoskull.co.za/wp-content/uploads/2018/03/Psycho-Skull-TNT-Black-Mass-4kgChocolate-Caramel.png,,0,instock
simple,,NPL – Pro Mass 2kg,1,0,visible,"High carbohydrate mass gainer. Ideal for hard gainers. Rapid strength and size. Multi-Stage release real-food carbohydrate sources – sustained energy delivery. Digestive Enzymes for enhanced digestion and nutrient absorption.

Available at Elvare Group with fast, reliable delivery across South Africa.","Pro Mass is an all-in-one mass-gainer developed for the hard gainer and features five real-food carbohydrate sources to maximise glycogen replenishment and mass gain. The carbohydrate sources in Pro Mass have been strategically selected to provide mixed-stage carbohydrate absorption for both fast and slower acting energy. Each serving offers over 1 300 heavy-duty calories to overcome catabolism and increase mass gain as well as 40 g of protein per serving for enhanced muscle repair and growth. Pro Mass features DigeZyme®, a blend of digestive enzymes to enhance protein absorption and prevent digestive issues.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,315.00,,"NPL, Protein",https://www.psychoskull.co.za/wp-content/uploads/2023/05/Psycho-Skull-NPL-Pro-Mass-2kg-Candy-Dream.png,,0,instock
simple,,Black Bull – BIG TEST,1,0,visible,"MALE PERFORMANCE POWERHOUSE

• Increase muscle mass & strength

• Build stronger & denser bones

• Increase sex drive & function

Available at Elvare Group with fast, reliable delivery across South Africa.","BIG TEST is high in powerful testosterone-increasing ingredients, a test booster formula with fthis goals, to increase testosterone output and absorption, increase muscle mass and strength, build stronger and denser bones, and increase sex drive and sexual function. No holds barred, take ythis game to the next level.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,160.00,,"Performance, Black Bull",https://www.psychoskull.co.za/wp-content/uploads/2023/04/Psycho-Skull-Black-Bull-Big-Test.png,,0,instock
simple,,Black Bull – CREA EXTREME,1,0,visible,"MUSCLE & STRENGTH CREATINE

• Gain muscle fast

• Increase strength gains

• Maximise muscle performance

Available at Elvare Group with fast, reliable delivery across South Africa.","CREA EXTREME is high in creatine and carbohydrates, a creatine transport formula with three goals, to gain muscle fast, increase strength gains and maximise muscle performance. The hardest worker in the gym, prepare to break all personal records in the gym, day after day, rep after rep. HARDCORE CREATINE FORMULA | NO LIGHTWEIGHTS
INSTRUCTIONS

Mix 1 scoop of CREA EXTREME with 500ml of water or ythis favourite beverage, using a Black Bull Shaker and enjoy. Drink during gym or before gym. For best results, use 1 serving per day.

Available at Elvare Group with fast, reliable delivery across South Africa.",taxable,1,,0,0,180.00,,"Creatine, Black Bull",https://www.psychoskull.co.za/wp-content/uploads/2023/04/Psycho-Skull-Black-Bull-Crea-Extreme.png,,0,instock
